10000 50000
7817 2536 115
2873 3797 972
4876 4056 328
4805 2816 398
7363 9548 429
2514 6160 622
5814 8280 733
3247 6956 930
6560 7053 940
1140 3628 882
1045 8624 162
4477 8486 266
3252 9977 389
8256 8541 843
2396 4015 630
4102 9605 645
74 9298 823
4297 7629 140
52 1794 205
848 9252 374
3975 298 346
8488 4293 406
6015 6912 463
7847 2937 831
6774 1788 190
9612 5547 154
5643 6164 886
5916 6945 193
954 441 490
5951 1617 138
9346 2812 666
7557 4113 381
3035 4489 571
9631 1568 917
3997 9589 336
7462 5816 762
4523 3736 802
2094 8575 467
7955 2836 879
5015 633 478
3259 7956 704
1082 5768 436
4894 370 452
5902 4559 511
6032 1073 623
9216 9572 393
4703 9325 466
7846 7838 634
8186 8039 688
9125 8391 741
1446 1066 878
4256 6602 200
5985 1351 506
5241 7129 368
6200 6893 151
9292 8336 666
2746 7545 166
5005 7349 39
8507 3212 490
5749 7821 32
4658 4948 174
9959 3280 724
7037 4261 147
3239 2501 624
293 8046 451
8284 9534 146
6112 1548 404
5089 5969 118
1483 643 862
2085 7608 418
9638 6243 190
3322 2528 81
8437 8308 596
1559 1122 103
1303 5862 283
2046 5439 978
82 291 514
2202 5656 213
3193 2567 503
2231 5697 37
6427 4310 262
1221 4699 904
4365 3751 842
1414 9067 754
182 9322 770
4077 7513 700
6574 4452 667
8011 7403 985
6474 3136 216
7701 2613 747
1767 7017 832
9483 3917 310
4505 6687 917
2123 9430 878
9702 4853 585
7716 6208 392
8429 2040 243
6007 2849 549
1233 4877 378
5211 7000 403
3980 816 798
1547 5607 36
6256 9064 590
9940 2105 969
5280 7713 575
9346 1057 821
9356 1037 290
7317 3243 217
2326 4575 894
3734 6743 414
981 754 204
8284 8047 7
620 5463 167
2549 4646 144
6542 5158 409
9802 532 674
2547 2383 957
1136 4532 559
1990 1713 558
8681 3895 697
4217 5944 124
848 5242 363
4139 6315 441
5391 4074 506
8284 8602 342
5663 5137 687
2618 4354 482
8561 1739 904
7255 5567 530
3194 6655 804
7991 2605 988
4339 2533 998
4847 4681 792
3578 4103 196
9067 7853 742
471 9425 931
8670 4029 159
7219 1126 694
6943 4269 669
4378 7192 127
4308 4639 247
6968 5618 756
4934 5358 550
2344 1086 412
9588 182 994
1322 8006 227
904 4830 920
9409 9223 221
503 5037 412
2239 5109 148
3401 9793 546
1006 8003 177
2334 2741 172
5011 5925 128
5870 9324 178
1101 9145 874
9370 4687 989
6506 2629 856
2940 1938 341
4644 5883 539
3411 4230 391
6829 9270 82
924 509 360
4394 4971 143
6950 5742 884
8974 2218 225
8756 7384 940
979 4353 681
4847 1046 336
5537 7484 239
5386 9243 639
4102 6236 340
9089 2308 315
865 417 367
3440 998 759
6317 7405 84
1829 3466 228
1420 4724 676
6053 6287 353
2312 5942 721
5765 7467 974
4527 4627 543
6879 7006 12
5537 1220 799
1826 3482 226
315 2571 842
4236 6948 718
8023 5256 943
3950 8488 582
2250 7909 350
7962 9184 645
8726 4531 692
3536 1003 303
1370 4625 207
8681 1393 846
8071 5834 932
1436 2160 993
4125 2841 869
502 8266 841
251 8801 596
8205 2957 31
5961 6786 708
8480 9664 834
9229 5178 429
4771 9280 963
7217 7837 540
6803 1215 41
7277 9383 831
7696 4607 882
8553 7205 228
8480 2777 967
3892 4205 364
7397 535 527
9591 1226 739
6582 9967 340
8485 7784 655
1618 5926 610
3594 5137 342
1560 2653 576
304 6086 206
7789 4858 409
4653 8662 835
542 9437 425
706 6011 738
6639 5220 615
8727 8096 942
5829 3896 667
7624 4024 679
5193 8803 786
707 2345 166
7722 5872 925
7395 8302 650
2163 4829 216
582 1681 510
4086 3977 314
6717 8481 466
6573 4384 648
4420 167 55
4576 4890 301
8446 8328 224
7530 9682 145
1654 792 778
6426 2284 395
7675 7142 68
360 2410 504
7058 9496 168
2966 9767 607
3288 4921 878
1649 694 533
3732 5225 366
4625 8815 828
7330 6031 239
1361 4560 220
2806 5708 446
561 13 792
2162 1802 358
2491 8565 615
6020 7413 768
8181 8109 573
723 7249 183
6789 9318 429
589 8555 197
3004 2247 389
3805 1546 524
8250 8297 360
8383 5854 220
5867 4320 280
9728 9529 936
4122 314 777
5975 8223 211
9032 2653 963
4318 9616 519
3007 4365 933
4222 2930 503
7862 8379 775
8554 9014 139
3688 2022 284
7943 3431 218
5303 6298 62
6488 9214 946
824 6285 63
3396 5563 490
260 3829 112
5987 2139 755
3470 2618 15
9190 9316 466
3791 8311 865
5694 4205 456
6323 1837 718
4911 4543 227
5237 5094 989
576 7089 486
7616 8434 659
1246 4457 213
2915 9671 951
1597 3506 25
6744 4461 486
5325 1791 116
4604 7949 223
12 251 908
3171 6495 680
9980 3604 24
7058 6540 771
5471 4337 887
3782 4051 644
5382 2088 990
514 3903 170
1102 8526 731
6628 4772 630
4653 3904 381
2332 9236 631
4962 6518 496
8949 206 277
1886 672 759
4231 9198 378
1190 5937 229
7236 3749 646
8634 7779 78
9388 2585 7
4805 2454 393
1807 5535 236
4765 3156 185
1644 7467 195
3002 1634 864
5804 7945 527
9443 125 589
7224 6894 145
7617 3263 52
5996 1120 915
5346 1562 749
9717 2718 244
5766 2393 84
3799 2085 219
5062 4167 254
7771 7749 612
9494 4327 139
7511 4540 438
8515 3997 926
831 4002 761
3101 3614 761
9928 7614 201
6587 2507 932
7135 3935 984
2431 8331 17
9314 1828 206
6472 2740 430
8813 7932 493
8228 2562 52
7357 393 887
6706 4128 973
8682 5770 708
9716 4883 705
4123 7284 972
3552 195 491
3519 8626 504
21 580 15
5052 557 480
364 1228 966
4671 8103 27
6430 108 351
2965 1105 912
7203 9320 741
2504 7245 313
3663 5165 611
7209 5132 601
9425 7509 373
45 3894 368
3234 6780 761
3649 6953 379
9969 3143 384
654 5279 530
9860 9124 835
3736 261 245
386 70 146
7860 1637 109
733 5365 471
4417 4196 403
6790 5935 798
1369 3695 680
2381 981 777
1434 2380 816
4923 5016 251
1544 5762 131
3074 3791 653
8476 6281 1000
2359 4484 760
1801 1062 112
1365 7838 575
8866 2817 701
7931 3221 559
6158 8529 406
8406 3170 315
1679 3915 226
3730 3602 735
2239 3225 851
7293 1765 508
5349 1708 505
7255 2101 432
3571 7001 775
7593 8184 667
2510 4113 985
8780 6338 881
7130 9888 360
5799 3579 423
3999 2283 831
6404 9593 675
5541 9519 824
4454 2491 309
8420 7875 481
4734 2836 398
1155 8435 831
2371 1624 409
8728 1835 995
8840 8431 509
2365 716 145
5875 4117 197
9326 3728 401
6545 2933 425
1485 345 442
4156 5534 469
32 6298 760
8193 7163 15
9958 982 457
5987 9156 628
8519 6169 584
3473 9547 292
9853 9667 411
3306 9115 193
2338 1231 26
7802 5043 831
3439 3667 812
7889 5280 257
732 9429 159
3291 8707 755
8512 4705 855
704 90 863
8510 2470 917
2751 5167 748
244 5097 807
2161 7603 825
5996 7523 280
7945 4942 964
8066 432 258
5840 2140 710
6123 6792 322
1607 4517 424
4634 1028 615
4858 8007 577
7405 3482 126
9358 1732 609
5756 2203 143
2481 8607 916
6967 4380 395
8926 5319 344
8127 1891 137
5833 8931 417
7433 6959 948
6034 3873 218
834 2684 438
1539 8954 90
7525 103 25
9437 7593 861
9855 327 450
5926 1779 739
7097 3190 114
723 3100 912
2425 6028 378
213 4324 809
8283 4505 619
5174 8947 853
6407 3153 497
3970 2516 42
6539 7104 125
6683 4047 150
7484 8607 776
1821 2763 266
8741 9902 733
1233 4978 11
1003 7745 338
7363 6769 107
6704 853 407
1964 925 955
2061 6264 775
6471 4702 121
8923 5844 389
3602 1328 673
5750 9954 689
3583 5484 124
7540 6305 135
7738 5575 595
8711 2690 306
7286 2743 656
106 2536 244
9390 6231 375
5330 8536 217
5640 5323 211
2452 7841 589
2894 1013 665
713 930 258
1245 2890 512
7709 1091 572
6004 2562 642
7276 9417 486
1217 5161 671
9390 4648 31
6287 9080 305
1349 4004 351
6890 5125 505
6003 3945 710
7794 9580 908
7573 1196 857
7830 6704 872
660 1774 624
2044 2200 429
253 1936 420
8197 6427 352
5171 2032 2
7915 3395 239
128 116 633
3755 7610 108
4012 3317 351
6106 2488 673
299 7563 558
1643 1968 280
9991 8424 122
659 743 754
9568 9028 527
3925 7202 522
5912 8850 60
8731 6552 934
7465 7408 715
2236 8807 325
1335 6970 871
817 7427 276
9995 4912 717
9563 971 899
6224 5559 511
5688 1126 357
8490 9102 876
1221 6662 250
1337 8284 462
7476 4517 533
1069 1055 952
4245 7565 872
4706 4154 768
3557 8750 554
5061 5902 888
4104 2786 499
9291 757 106
1291 5776 766
9662 519 237
4072 8577 468
3866 7189 192
3480 8723 73
1727 9179 408
8977 6075 589
7850 2406 968
1991 7696 958
6575 1238 713
1115 917 839
6113 9318 728
960 735 870
9763 8242 714
9546 140 291
3470 8119 823
358 7971 915
4916 2683 948
4833 3039 72
2568 6403 899
265 4375 832
9041 5639 661
2002 4051 362
5024 7713 130
5796 8585 243
9276 6091 932
6357 1369 937
7752 4130 770
75 3851 240
4158 4727 522
5254 7751 895
5709 5711 93
887 6211 37
1154 1502 17
4087 3262 609
7037 114 646
2979 7391 571
986 3845 377
734 8354 309
8876 7480 177
7574 9228 860
7418 589 382
8046 2666 838
4586 4968 135
2658 2681 51
5394 8397 667
3310 8029 23
9163 138 997
1261 1912 940
9805 5889 594
7205 5064 178
9827 69 793
4423 4269 683
5645 4416 349
4992 5285 10
4959 677 712
7820 7047 491
9324 3687 301
4125 3086 348
2790 9519 265
5479 3667 174
2386 6053 960
8742 9006 992
7826 7941 209
8294 9614 774
6886 2807 57
3094 6179 133
6356 2254 626
4750 9224 75
9664 5591 771
4127 7884 948
4556 4213 177
9342 8707 576
7109 5050 411
5990 4998 954
7181 5502 371
8154 1622 352
828 9846 824
6247 974 771
4168 6633 46
6524 9746 198
1229 2333 231
6570 8590 229
3961 5840 40
1982 8483 846
834 4549 483
5711 1346 879
2480 6649 84
6097 875 622
9204 6543 767
5145 5355 392
7517 5669 693
1879 3126 381
5201 573 564
2951 191 423
6610 240 677
3172 831 317
8318 3683 709
8876 3009 406
6090 5892 28
9669 1168 297
3045 6057 163
5668 3168 65
1896 3056 842
2948 4469 471
3285 8301 896
8480 5500 106
5553 3953 686
6781 318 522
6844 9394 200
8826 8953 927
5245 5938 668
8567 6757 777
7359 1194 622
677 9347 155
3664 8388 216
9950 3246 939
3166 3424 48
9643 8535 671
3353 3434 319
5964 7128 47
4454 617 110
7403 2510 533
9691 3593 149
6642 6277 866
4849 1996 131
8220 1884 967
2429 3350 339
7167 6660 276
9179 4361 193
5873 9113 502
1058 7738 720
8674 2694 567
6767 452 144
3078 1285 460
7298 8967 505
9225 1620 117
5390 5794 367
3696 5847 787
9231 2222 645
2242 4350 412
7311 3154 10
6948 6035 843
9378 6927 3
5833 6324 876
7300 5786 786
3661 5213 779
8852 8900 7
9410 767 526
4780 7586 364
8721 333 855
7086 3398 571
888 5958 641
8330 8433 863
6094 6421 428
7118 3972 826
951 4696 81
8844 4945 16
598 7696 673
8877 9700 2
6974 4408 332
7364 9612 569
52 9115 858
7185 5349 648
5618 4186 558
5692 476 140
8706 6153 160
4448 2832 276
5380 5193 178
4473 7258 15
4599 3559 614
3180 1818 407
4945 1391 723
5382 9702 744
6030 3509 201
8399 4097 835
5746 5405 753
5194 3425 854
365 6367 890
2254 2420 524
6151 5360 9
9035 640 445
9534 6257 619
9860 1773 911
9411 6236 315
2038 4521 568
4214 3113 546
6630 8548 126
2438 7825 525
9891 525 659
7826 8580 181
1311 5648 524
5995 6972 923
3847 2193 447
3177 4526 831
5804 8604 263
4394 585 881
1085 7554 858
404 1884 513
3527 4927 93
801 9766 12
4434 62 816
5282 2634 25
6919 2883 419
6145 5996 733
3538 2768 293
9715 3345 623
1917 2934 684
5110 8379 673
801 5901 846
8943 2897 721
6228 5607 581
1529 2420 947
9152 3359 852
9648 4013 659
2064 264 667
8331 131 960
9353 7912 497
514 2411 905
3198 9163 318
8697 730 580
1598 2536 44
1339 9232 295
1766 6501 275
7912 6275 247
7897 2831 66
2160 142 338
6446 2318 909
1017 4069 475
4666 9873 383
7497 4900 468
4147 4935 121
7519 9052 279
5963 4579 188
3792 504 784
999 705 72
2584 9017 451
819 6815 676
2924 639 540
4791 5700 284
645 2639 580
9410 3036 582
9337 8108 331
3942 4717 194
5611 4667 969
4765 6558 95
2517 8549 187
8199 7304 214
8305 2742 686
7004 8377 553
7456 4847 422
9192 8916 630
4102 4106 88
714 749 714
1390 9791 553
9712 3596 907
2384 4645 154
8024 5737 804
7195 7499 700
4640 4409 111
7253 9579 484
603 6807 947
5757 8299 355
3896 9324 294
9212 3161 885
1076 5079 974
7065 7772 825
355 547 668
7269 6612 226
2565 9935 7
18 2664 80
8062 3491 400
5864 7476 914
3439 3511 487
7264 6252 501
3489 3512 98
9673 5374 926
6389 2364 25
3495 3267 683
7578 845 20
6172 9620 705
3410 8001 429
32 2703 820
0 1142 813
2702 2998 732
7997 3644 83
8291 3271 110
5443 2489 22
7704 8922 12
3002 1006 324
8503 8917 498
4776 4700 987
2047 9299 5
9594 4828 226
286 5904 652
4180 3453 92
5263 9485 778
9480 7412 550
1981 9142 178
8536 7243 333
2630 3309 540
2826 8301 697
3941 5039 17
8324 1517 222
8588 2407 167
8496 9163 729
7450 6693 424
4614 7308 338
4841 3360 281
5858 9094 841
3896 443 580
2714 9700 215
5016 4946 517
3929 194 593
8171 6520 170
7512 9430 346
5547 6979 206
2845 4530 296
7482 4698 6
5494 8650 202
2206 3340 964
5078 8403 552
2474 4065 367
8904 5739 564
7691 177 751
5768 448 397
3400 5908 14
4512 7600 442
8768 6473 573
3729 9771 201
2522 2685 70
5866 3961 750
9558 7138 346
1933 9617 892
7977 6138 966
9909 614 559
1549 1975 217
9990 3072 169
7398 5457 896
2705 6056 770
2647 1811 260
1783 1971 477
5620 6470 46
681 4658 747
7000 8196 66
6692 2483 646
5138 9066 42
9576 3559 319
4899 6893 416
4166 6202 400
9843 3780 767
7607 5356 336
9327 842 477
6430 5702 915
6423 2959 418
5649 6124 875
6498 7361 563
6512 1560 813
1809 7548 280
439 5480 32
5546 1627 333
9264 8578 852
716 3780 869
2959 1197 584
4868 9154 425
1364 4001 625
4010 5863 569
7414 3257 69
6302 8085 161
5341 6891 378
7972 1103 99
7163 5540 70
6856 5943 548
6642 757 243
2270 9361 743
6936 2700 153
7590 8500 908
6010 8770 556
3760 6134 970
4556 3052 168
5132 2956 917
6597 6328 462
6083 9184 602
122 7173 840
5684 3578 181
4172 7089 564
6051 4565 456
3639 5920 703
4062 4183 906
3692 3080 584
9356 5281 257
2408 981 363
5610 4631 2
3667 832 51
8582 4373 401
3067 1522 235
5528 5398 328
1242 7138 633
7162 1417 573
3473 3038 57
3024 7743 149
4148 2896 658
2768 4671 301
217 3787 813
4104 5240 311
8404 4833 258
715 8286 799
5710 7794 475
1831 8239 507
8541 9334 825
3253 5899 384
6572 7148 433
4181 5854 485
8814 1322 217
6705 7502 259
9589 4854 13
4005 6555 566
1658 1358 966
6077 9481 507
8004 1411 693
197 3290 317
3336 9597 845
1992 6464 29
3214 5702 126
406 7140 607
2681 3715 100
5809 4015 523
5479 5386 892
1089 3552 192
1900 5263 717
1933 2088 249
4718 8520 969
3309 5079 378
4343 2206 860
7519 1238 415
4895 6859 198
9718 9878 586
4310 9804 244
3378 5852 210
4611 4490 48
9401 7287 467
5338 9999 529
9025 9513 258
8172 1280 572
7163 873 641
7191 8137 29
7774 2079 458
7223 7172 511
4464 8153 696
8497 9058 393
779 9242 515
4694 9598 128
2163 7174 391
5382 4354 568
7497 7690 694
105 4690 386
7871 5511 974
9877 5834 826
5801 1265 233
3739 5188 899
4960 7944 398
231 3801 3
2008 3534 625
7755 521 10
5000 9258 813
2398 4899 209
9921 5286 313
3185 8164 847
6563 8802 908
8332 3961 268
8 1311 93
6535 2281 881
1812 1267 132
6216 1277 690
3684 2065 171
5587 1988 476
6772 7227 128
4239 2161 789
1499 5863 456
5551 9987 170
7823 573 490
9018 7462 854
1834 7065 804
9275 2257 22
6369 2851 902
1281 872 442
6124 6373 383
4928 7351 135
2343 8185 563
9205 8365 223
882 9415 889
2580 8775 746
3741 407 577
8749 9608 355
7981 1575 390
7878 2300 585
8695 4135 656
3351 5301 518
7140 5176 201
873 171 572
1378 5728 631
299 5272 114
1582 1147 427
8171 8435 216
3639 3115 291
2975 9265 960
8972 2662 496
9630 6983 78
2988 730 791
2287 1495 505
1885 2685 81
347 7092 65
2492 2838 631
1496 6625 255
7228 6457 842
8239 6953 211
2076 6988 627
87 5690 758
3252 6693 504
1261 9807 252
5797 3807 589
4320 9233 158
934 6691 86
4294 3885 821
5115 2516 470
5002 9843 428
945 7012 257
5518 5635 619
7010 9645 370
7908 5972 563
5493 4634 870
2952 7583 351
9038 8804 533
8875 6554 825
5021 6725 106
8328 5994 83
2806 6957 390
2025 908 114
5605 3105 512
5129 8869 19
5515 6242 555
6612 2224 966
8374 7456 739
8416 2302 280
2595 550 449
6075 7818 46
329 697 860
7634 2238 431
6676 1591 309
5908 3871 500
1296 597 808
1038 3805 784
2104 7353 646
6581 6484 349
5897 9860 117
3710 8877 799
8092 9244 684
4292 5751 252
344 6967 77
9216 2110 888
8206 8115 817
9315 8291 181
1682 9272 952
9365 4234 276
2457 3327 636
2417 8334 696
7957 3017 676
8562 3808 417
6216 5708 132
560 7088 137
5603 4130 815
4465 8072 614
5635 1305 388
6282 4491 570
1973 8997 175
6134 7275 826
710 1549 436
438 2480 553
5350 8645 141
1123 7953 251
5687 2519 428
4296 3491 977
3456 4601 118
9625 1068 723
8762 9960 735
3442 6470 968
4202 5725 971
9428 5827 786
9269 3725 47
7987 4662 331
3408 7950 848
1263 3095 826
7853 2685 706
2370 6134 651
8046 2992 32
1306 5536 558
2863 4247 60
173 3793 158
2714 212 975
1339 9524 731
3700 5140 733
545 8347 800
5431 9814 976
7922 5851 697
5590 1776 361
2553 7960 544
9600 9349 136
6375 5783 192
6602 1294 518
2157 7828 291
1970 2116 749
2137 6710 786
4670 8780 210
9784 8342 655
3215 7782 355
4425 9218 347
9055 9588 159
4413 3655 47
312 8177 121
7386 5442 868
7350 7924 47
7578 7448 98
774 3942 709
8830 8330 596
3533 593 217
2064 8283 388
9726 9185 383
843 3983 980
3064 6050 892
8470 3374 788
9354 8119 77
5434 3577 878
5671 4864 477
5747 9366 109
9492 2538 92
1073 7193 561
139 6308 533
7416 7400 860
7853 9333 116
7317 4128 509
3896 4278 258
1770 1803 123
4799 1587 428
2152 9587 914
2674 7009 877
7820 9426 552
7522 2257 859
1928 1172 199
7197 3206 231
5560 1465 301
2201 3301 277
7682 7411 344
8102 6454 218
2098 2080 910
6381 3160 674
1972 2473 57
6044 7277 3
5563 4278 920
8482 1915 945
2767 2555 659
2157 7845 722
8149 9614 87
3824 9011 118
2771 2594 879
2337 6584 731
6722 2010 141
8524 2702 530
8459 6445 984
9797 9680 11
9750 471 224
7848 5813 36
3383 8013 703
9044 6915 5
4086 2587 788
1739 3990 487
9756 680 750
1888 4421 1000
3935 3925 730
7751 3394 845
8637 3822 299
7925 9776 730
2501 595 49
1918 1426 834
8751 4039 284
6188 1128 730
7269 6058 488
6342 7987 75
3462 3339 761
6345 3590 329
7555 2019 89
9515 5634 194
5527 2791 550
5185 7771 347
6604 2796 161
1640 3700 331
8937 8010 311
8134 4084 586
463 7657 228
4935 1910 46
3629 4878 17
1108 3871 706
3318 5330 348
8344 1087 646
4131 6865 660
4528 1543 965
1866 777 332
5529 8362 650
5766 2939 560
7172 6022 74
7148 4793 975
3754 5132 274
1484 9708 895
6566 8356 896
5182 2997 427
2079 5460 795
429 2934 451
5759 5745 31
7329 3540 523
7050 6943 153
7919 1681 854
3874 7807 550
9751 364 779
2267 5768 157
4377 8814 223
5265 1143 685
1843 3757 648
317 3188 618
9308 2310 811
6112 2894 841
3890 1567 163
7831 8063 723
1708 7170 946
5606 1906 764
2149 271 529
7867 7527 339
7910 8042 851
2423 9371 744
843 6506 582
4338 1193 560
9778 5717 875
3487 8416 522
2136 7555 282
2905 8639 739
1434 4222 498
4193 1676 380
9598 3521 306
6684 6773 987
3108 5735 899
1363 3213 903
2133 5381 791
5879 543 368
7228 4362 268
7129 4332 490
3397 6348 350
6435 7773 683
4472 2109 677
8223 3298 296
8732 1787 737
1365 2108 638
1779 6662 339
6880 8554 586
7334 2350 337
813 1355 177
7008 7443 714
2522 5940 813
4539 6834 585
713 2699 608
5221 5041 136
9888 2215 915
2437 4824 721
2240 9361 233
6037 4005 439
3011 1788 668
4440 4985 768
5674 5078 846
4911 711 396
1416 2126 389
4120 3975 738
7389 8582 796
8238 7985 266
7272 9914 233
1298 5907 650
8598 9317 187
9771 9951 737
1140 4498 400
8471 9841 632
3553 4141 745
5939 9063 453
2297 2388 827
8540 4182 518
1143 6419 9
6169 2913 250
3018 9011 727
3132 7310 38
9880 4252 48
4954 6220 162
2532 1023 131
3472 1357 384
6054 9315 136
5140 6546 964
9049 2130 862
2829 115 386
2872 5813 613
6327 365 463
2358 9575 567
7933 9187 393
7811 1915 513
1484 9709 573
2914 5262 723
6800 1105 80
8944 2981 971
2364 60 450
7477 7361 990
3814 6739 144
4140 5930 564
2001 5228 314
4612 9949 899
3351 5957 504
6259 8355 43
7015 6005 422
2583 1587 148
4160 5856 167
2547 7905 550
5270 2967 399
6587 5633 634
6492 6619 748
8357 1094 5
6910 1027 763
7282 3129 949
1980 8407 667
5136 9561 397
9626 574 967
3104 4567 300
439 8177 958
251 7740 868
9583 3860 191
7513 1411 150
2582 6253 659
9917 6948 444
4853 1614 796
1664 3524 465
5983 379 164
7648 2827 168
2564 5701 285
822 1878 914
4800 16 918
6850 9884 793
5522 2567 214
1708 5358 80
5906 7439 308
5085 9698 853
2196 959 757
3046 4411 768
3878 2185 37
5364 3464 21
8818 7754 39
1988 5588 249
9993 880 853
360 4790 254
9926 4578 441
3236 3239 795
6018 1788 598
417 2883 496
4657 4659 684
111 9052 348
1361 9710 651
845 188 831
4252 6621 643
5317 3655 705
3867 1235 242
8968 1366 59
9961 9826 430
5077 5250 86
6559 9596 895
2705 7737 486
7300 851 838
7024 2775 987
1601 8825 596
1489 4329 317
9657 4918 947
1660 9116 974
2125 4781 625
6023 7421 486
8178 7844 66
5071 7476 206
2830 9027 665
7365 5841 598
5733 6828 410
4368 7027 692
7499 1362 974
3838 2129 900
8118 4027 210
243 8390 684
1078 8642 914
5146 9241 807
4391 6361 313
5739 8893 439
1523 170 868
7448 1651 102
3180 9142 712
2948 7476 537
984 6532 233
7241 7520 464
4493 3698 606
1256 1922 165
5631 655 164
5048 480 262
7906 5506 178
3211 3063 891
8525 1445 486
7463 987 458
2175 3586 733
625 1983 493
9573 1027 1000
7735 5620 298
6211 4151 501
2256 7688 997
9503 1696 18
5498 495 993
1913 7647 873
2766 9761 841
1325 137 314
5043 6226 322
1363 8587 137
2081 6042 671
7091 4132 596
4055 7674 78
9700 784 722
9121 8193 435
8457 2012 968
7120 8607 447
1365 457 171
3448 7530 184
6855 8751 349
8938 251 169
835 2339 141
2962 7999 153
122 560 444
5111 2290 269
7451 4495 867
7121 8640 885
8818 2526 775
6420 1059 139
5260 9794 188
277 4859 838
8662 2269 771
5844 9252 225
2798 1866 417
5026 6887 93
9438 4416 882
7168 2532 831
2038 10 913
4141 88 265
2969 5355 711
5700 1095 678
8839 359 695
640 9358 285
218 9781 777
7401 9266 366
8000 4955 285
5777 2045 412
5046 365 364
8748 4743 801
8850 7240 476
8993 6282 353
5690 8043 330
2450 7993 177
4524 321 493
2563 4562 326
3327 8836 549
6882 1438 268
8995 7985 618
6744 1723 290
5472 2351 115
2137 7899 84
6479 450 956
8746 6668 397
7531 6775 543
7675 5463 101
9655 1377 351
5852 4815 548
8876 5558 780
3801 9154 104
7029 2589 550
4632 2698 1000
9102 8189 464
2222 1195 465
4253 2865 983
8854 8770 847
9829 7578 814
6895 1568 232
5667 9852 9
12 7898 720
2191 9671 44
698 3759 279
9790 1354 580
6452 8162 159
8958 2971 470
5744 4273 71
197 7230 359
978 5428 887
6478 2562 946
6550 5629 888
6201 6956 500
5986 4212 408
8445 4081 138
8219 1213 786
3116 9878 983
7655 3217 595
4509 8602 270
39 5175 988
1986 351 911
70 9816 191
2157 8258 72
4155 4120 143
1705 9865 825
7486 5114 238
6904 4867 873
608 4515 408
5063 1290 610
1770 3670 846
2997 4168 856
4429 8574 49
8033 5078 18
9686 1595 399
970 6301 422
7009 773 655
1036 6020 167
2977 4163 87
6993 5752 690
9099 6312 522
5281 2528 680
4571 7168 95
6478 3045 613
7800 7525 746
8335 9665 888
6940 8046 92
3714 1922 76
5742 6316 271
6452 1823 207
932 7105 742
9808 1176 709
4711 2376 972
5830 2943 756
3884 2934 73
2028 2888 735
2284 8249 188
7802 7921 926
6305 9540 976
1899 8901 298
8398 4591 267
3766 2750 643
994 339 999
9811 2213 602
3723 4811 725
5306 5258 622
5425 1452 544
9655 6644 853
8880 2044 644
7805 7876 427
7168 4630 988
9857 8566 173
8372 406 643
2613 7662 713
169 9178 663
5304 481 977
896 2808 1
5243 27 878
4212 7495 459
2667 5609 746
367 3465 171
1761 9502 817
8347 5481 291
8453 3237 506
2491 6999 650
2920 7921 705
6335 8636 385
3950 740 214
8620 545 576
9537 4089 13
3943 8056 433
104 848 130
8227 1940 29
9696 2634 516
8720 7673 572
2255 7501 208
7003 893 537
5326 7489 71
1262 4333 655
7321 3419 309
3753 6387 890
2288 3089 726
1085 6165 863
5555 8765 350
838 6711 138
4904 9915 548
7767 5471 992
1839 8072 921
1839 1123 864
1785 7689 560
956 1852 870
8855 9064 868
6530 8386 267
4442 7731 943
4004 7029 516
3176 4218 325
8396 47 828
7649 1034 911
867 8324 782
9080 8892 751
726 2840 101
7256 6176 125
3464 4651 298
2927 3948 345
5457 9328 840
1152 4575 93
4677 6196 192
4846 1910 877
8486 1861 537
1577 4672 816
1812 5256 598
9469 9577 83
7988 9094 605
6588 9777 225
5329 6574 639
3788 6139 668
2034 6642 544
6431 151 273
7214 1905 694
1818 6780 331
5903 7656 351
8760 8138 759
5549 1976 448
9301 215 641
9350 9159 945
8151 29 916
2218 2539 193
9700 6695 291
144 8692 784
7223 2170 891
3584 3416 10
9274 1389 429
5194 4893 257
6134 5842 231
6308 9874 318
5597 3754 347
9526 2926 643
3577 5267 94
2820 9005 616
3933 6651 45
6330 7751 886
7634 3436 767
1192 1668 512
3011 4836 812
9991 5402 500
8863 3308 443
4552 2125 63
6241 6816 919
1469 8180 15
7666 8758 620
4594 7172 217
7947 3885 392
7614 5042 486
6778 232 4
659 667 419
3243 6884 929
809 3580 215
523 4034 486
9932 1673 255
3309 2655 867
2078 8088 428
9471 6972 428
6344 7005 622
3163 2848 457
2834 4272 493
8156 5169 169
5682 6016 764
9566 2196 781
6569 9149 118
3147 1992 896
9094 464 209
1461 4082 757
934 88 980
2266 7340 791
1383 5973 350
3718 4760 600
2613 3144 200
8081 1884 104
3527 7283 319
7466 3869 512
7264 9045 767
39 824 699
3078 5678 803
1046 1585 26
1062 8104 276
4022 7836 619
6141 1398 918
9559 6764 318
6212 5629 255
5584 3707 649
8932 8344 119
3379 1296 293
4921 3030 251
7441 4989 734
760 8755 347
7142 2376 97
1628 9674 716
4263 7901 605
5623 2115 266
1290 9058 398
2772 7082 904
4929 7583 723
9712 3228 38
6301 9313 401
473 6682 219
1919 5934 97
168 4824 938
5649 9868 978
3710 5927 927
140 4643 179
5994 5897 299
2716 2371 980
7067 4272 774
9125 9220 492
1748 4025 920
3142 2604 849
3358 2940 943
5363 4827 246
5030 153 659
404 9923 232
1546 1644 907
5550 2239 130
851 3464 640
1688 882 373
1821 9765 395
860 8559 585
1290 3560 967
8071 3422 991
3139 7385 690
1172 1598 79
